customer_id,age_group,city,occupation,gender,marital status,avg_income,month_avg_spend ,avg_income_utilization_monthly
ATQCUS0638,25-34,Chennai,Salaried IT Employees,Male,Married,60008,24650,41.08%
ATQCUS0639,25-34,Chennai,Salaried IT Employees,Male,Married,63590,23894,37.57%
ATQCUS0640,25-34,Chennai,Salaried IT Employees,Male,Married,62756,23599,37.60%
ATQCUS0641,25-34,Chennai,Salaried Other Employees,Male,Married,37976,11884,31.29%
ATQCUS0642,25-34,Chennai,Salaried Other Employees,Male,Married,38761,13013,33.57%
ATQCUS0643,25-34,Chennai,Salaried Other Employees,Male,Married,36980,11915,32.22%
ATQCUS0644,25-34,Chennai,Salaried Other Employees,Male,Married,41539,13779,33.17%
ATQCUS0645,25-34,Chennai,Salaried Other Employees,Male,Married,39210,12274,31.30%
ATQCUS0646,25-34,Chennai,Salaried Other Employees,Male,Married,37229,11520,30.94%
ATQCUS0647,25-34,Chennai,Salaried Other Employees,Male,Married,36563,12311,33.67%
ATQCUS0648,25-34,Chennai,Salaried Other Employees,Male,Married,37732,11969,31.72%
ATQCUS0649,25-34,Chennai,Salaried Other Employees,Male,Married,36670,11747,32.03%
ATQCUS0650,25-34,Chennai,Salaried Other Employees,Male,Married,38055,12313,32.36%
ATQCUS0651,25-34,Chennai,Salaried Other Employees,Male,Married,39918,14131,35.40%
ATQCUS0652,25-34,Chennai,Salaried Other Employees,Male,Married,38842,12305,31.68%
ATQCUS0653,25-34,Chennai,Salaried Other Employees,Male,Married,38150,12986,34.04%
ATQCUS0654,25-34,Chennai,Salaried Other Employees,Male,Married,39732,13685,34.44%
ATQCUS0655,25-34,Chennai,Salaried Other Employees,Male,Married,36800,12628,34.32%
ATQCUS0656,25-34,Chennai,Salaried Other Employees,Male,Married,37588,12525,33.32%
ATQCUS0657,25-34,Chennai,Salaried Other Employees,Male,Married,37585,12871,34.24%
ATQCUS0658,25-34,Chennai,Salaried Other Employees,Male,Married,40965,12821,31.30%
ATQCUS0659,25-34,Chennai,Salaried Other Employees,Male,Married,41407,13791,33.31%
ATQCUS0660,25-34,Chennai,Salaried Other Employees,Male,Married,39052,12886,33.00%
ATQCUS0661,25-34,Chennai,Salaried Other Employees,Male,Married,38090,11290,29.64%
ATQCUS0662,25-34,Chennai,Salaried Other Employees,Male,Married,37251,11782,31.63%
ATQCUS0663,25-34,Chennai,Salaried Other Employees,Male,Married,37702,11517,30.55%
ATQCUS0664,25-34,Chennai,Salaried Other Employees,Male,Married,40133,13829,34.46%
ATQCUS0665,25-34,Chennai,Salaried Other Employees,Male,Married,39558,14029,35.46%
ATQCUS0666,25-34,Chennai,Salaried Other Employees,Male,Married,40624,13648,33.60%
ATQCUS0667,25-34,Chennai,Salaried Other Employees,Male,Married,40243,13369,33.22%
ATQCUS0668,25-34,Chennai,Salaried Other Employees,Male,Married,41413,14548,35.13%
ATQCUS0669,25-34,Chennai,Salaried Other Employees,Male,Married,38910,12426,31.93%
ATQCUS0670,25-34,Chennai,Salaried Other Employees,Male,Married,41247,13602,32.98%
ATQCUS0671,25-34,Chennai,Salaried Other Employees,Male,Married,37613,11099,29.51%
ATQCUS0672,25-34,Chennai,Salaried Other Employees,Male,Married,40334,12488,30.96%
ATQCUS0673,25-34,Chennai,Salaried Other Employees,Male,Married,38872,12854,33.07%
ATQCUS0674,25-34,Chennai,Salaried Other Employees,Male,Married,36237,12646,34.90%
ATQCUS0675,25-34,Chennai,Salaried Other Employees,Male,Married,41116,13272,32.28%
ATQCUS0676,25-34,Chennai,Salaried Other Employees,Male,Married,38338,12815,33.43%
ATQCUS0677,25-34,Chennai,Salaried Other Employees,Male,Married,36745,11497,31.29%
ATQCUS0678,25-34,Chennai,Salaried Other Employees,Male,Married,39395,12597,31.97%
ATQCUS0679,25-34,Chennai,Salaried Other Employees,Male,Married,39315,14059,35.76%
ATQCUS0680,25-34,Chennai,Business Owners,Male,Married,71663,19982,27.88%
ATQCUS0681,25-34,Chennai,Business Owners,Male,Married,70710,18091,25.58%
ATQCUS0682,25-34,Chennai,Business Owners,Male,Married,66492,16176,24.33%
ATQCUS0683,25-34,Chennai,Business Owners,Male,Married,70551,17025,24.13%
ATQCUS0684,25-34,Chennai,Business Owners,Male,Married,68800,18499,26.89%
ATQCUS0685,25-34,Chennai,Business Owners,Male,Married,71655,18740,26.15%
ATQCUS0686,25-34,Chennai,Business Owners,Male,Married,70485,19861,28.18%
ATQCUS0687,25-34,Chennai,Business Owners,Male,Married,68475,18292,26.71%
ATQCUS0688,25-34,Chennai,Business Owners,Male,Married,67684,17659,26.09%
ATQCUS0689,25-34,Chennai,Business Owners,Male,Married,69025,17635,25.55%
ATQCUS0690,25-34,Chennai,Business Owners,Male,Married,69281,17711,25.56%
ATQCUS0691,25-34,Chennai,Business Owners,Male,Married,67079,16973,25.30%
ATQCUS0692,25-34,Chennai,Business Owners,Male,Married,69331,19670,28.37%
ATQCUS0693,25-34,Chennai,Business Owners,Male,Married,69717,17397,24.95%
ATQCUS0694,25-34,Chennai,Business Owners,Male,Married,67808,17492,25.80%
ATQCUS0695,25-34,Chennai,Business Owners,Male,Married,68140,17733,26.02%
ATQCUS0696,25-34,Chennai,Business Owners,Male,Married,69075,17631,25.52%
ATQCUS0697,25-34,Chennai,Business Owners,Male,Married,69433,17494,25.20%
ATQCUS0698,25-34,Chennai,Business Owners,Male,Married,69530,17977,25.86%
ATQCUS0699,25-34,Chennai,Business Owners,Male,Married,69041,17023,24.66%
ATQCUS0700,25-34,Chennai,Business Owners,Male,Married,69043,17425,25.24%
ATQCUS0701,25-34,Chennai,Business Owners,Male,Married,67209,18068,26.88%
ATQCUS0702,25-34,Chennai,Business Owners,Male,Married,70638,17760,25.14%
ATQCUS0703,25-34,Chennai,Business Owners,Male,Married,68775,17910,26.04%
ATQCUS0704,25-34,Chennai,Business Owners,Male,Married,70327,16856,23.97%
ATQCUS0705,25-34,Chennai,Business Owners,Male,Married,69218,16524,23.87%
ATQCUS0706,25-34,Chennai,Business Owners,Male,Married,71665,17352,24.21%
ATQCUS0707,25-34,Chennai,Business Owners,Male,Married,70898,20113,28.37%
ATQCUS0708,25-34,Chennai,Business Owners,Male,Married,71776,19435,27.08%
ATQCUS0709,25-34,Chennai,Business Owners,Male,Married,68336,16787,24.57%
ATQCUS0710,25-34,Chennai,Business Owners,Male,Married,66379,17010,25.63%
ATQCUS0711,25-34,Chennai,Freelancers,Male,Married,32447,11975,36.91%
ATQCUS0712,25-34,Chennai,Freelancers,Male,Married,35619,12001,33.69%
ATQCUS0713,25-34,Chennai,Freelancers,Male,Married,32613,11578,35.50%
ATQCUS0714,25-34,Chennai,Freelancers,Male,Married,32442,12260,37.79%
ATQCUS0715,25-34,Chennai,Freelancers,Male,Married,33294,10671,32.05%
ATQCUS0716,25-34,Chennai,Freelancers,Male,Married,32777,11853,36.16%
ATQCUS0717,25-34,Chennai,Freelancers,Male,Married,33215,11175,33.64%
ATQCUS0718,25-34,Chennai,Freelancers,Male,Married,34514,12598,36.50%
ATQCUS0719,25-34,Chennai,Freelancers,Male,Married,32508,11054,34.00%
ATQCUS0720,25-34,Chennai,Freelancers,Male,Married,33853,11587,34.23%
ATQCUS0721,25-34,Chennai,Freelancers,Male,Married,35438,12910,36.43%
ATQCUS0722,25-34,Chennai,Freelancers,Male,Married,36964,13468,36.44%
ATQCUS0723,25-34,Chennai,Freelancers,Male,Married,34006,11282,33.18%
ATQCUS0724,25-34,Chennai,Freelancers,Male,Married,35400,13376,37.78%
ATQCUS0725,25-34,Chennai,Freelancers,Male,Married,34880,11897,34.11%
ATQCUS0726,25-34,Chennai,Freelancers,Male,Married,34028,10543,30.98%
ATQCUS0727,25-34,Chennai,Freelancers,Male,Married,37315,13032,34.92%
ATQCUS0728,25-34,Chennai,Freelancers,Male,Married,34490,12560,36.42%
ATQCUS0729,25-34,Chennai,Freelancers,Male,Married,35475,11826,33.34%
ATQCUS0730,25-34,Chennai,Freelancers,Male,Married,34889,11803,33.83%
ATQCUS0731,25-34,Chennai,Freelancers,Male,Married,36863,12072,32.75%
ATQCUS0732,25-34,Chennai,Freelancers,Male,Married,35199,13284,37.74%
ATQCUS0733,25-34,Chennai,Freelancers,Male,Married,34972,12295,35.16%
ATQCUS0734,25-34,Chennai,Freelancers,Male,Married,34331,10756,31.33%
ATQCUS0735,25-34,Chennai,Freelancers,Male,Married,35743,12551,35.11%
ATQCUS0736,25-34,Chennai,Freelancers,Male,Married,33758,12582,37.27%
ATQCUS0737,25-34,Chennai,Freelancers,Male,Married,34875,12632,36.22%
ATQCUS0738,25-34,Chennai,Freelancers,Male,Married,33745,11564,34.27%
ATQCUS0739,25-34,Chennai,Freelancers,Male,Married,35430,13027,36.77%
ATQCUS0740,25-34,Chennai,Freelancers,Male,Married,33594,11533,34.33%
ATQCUS0741,25-34,Chennai,Freelancers,Male,Married,33603,13152,39.14%
ATQCUS0742,25-34,Chennai,Freelancers,Male,Married,35007,12511,35.74%
ATQCUS0743,25-34,Chennai,Freelancers,Male,Married,36479,12548,34.40%
ATQCUS0744,25-34,Chennai,Freelancers,Male,Married,33831,11445,33.83%
ATQCUS0745,25-34,Chennai,Freelancers,Male,Married,32856,12638,38.46%
ATQCUS0746,25-34,Chennai,Freelancers,Male,Married,35597,13246,37.21%
ATQCUS0747,25-34,Chennai,Government Employees,Male,Married,50653,10641,21.01%
ATQCUS0748,25-34,Chennai,Government Employees,Male,Married,50121,11742,23.43%
ATQCUS0749,25-34,Chennai,Government Employees,Male,Married,53759,11507,21.41%
ATQCUS0750,25-34,Chennai,Government Employees,Male,Married,51367,12702,24.73%
ATQCUS0751,25-34,Chennai,Government Employees,Male,Married,53504,12722,23.78%
ATQCUS0752,25-34,Chennai,Government Employees,Male,Married,51238,10668,20.82%
ATQCUS0753,25-34,Chennai,Government Employees,Male,Married,50095,11982,23.92%
ATQCUS0754,25-34,Chennai,Government Employees,Male,Married,53876,13064,24.25%
ATQCUS0755,25-34,Chennai,Government Employees,Male,Married,52731,13432,25.47%
ATQCUS0756,25-34,Chennai,Government Employees,Male,Married,53025,12546,23.66%
ATQCUS0757,25-34,Chennai,Government Employees,Male,Married,52801,13077,24.77%
ATQCUS0758,25-34,Chennai,Government Employees,Male,Married,51642,12967,25.11%
ATQCUS0759,25-34,Chennai,Government Employees,Male,Married,52146,10878,20.86%
ATQCUS0760,25-34,Chennai,Government Employees,Male,Married,51473,12176,23.65%
ATQCUS0761,25-34,Chennai,Government Employees,Male,Married,53283,12190,22.88%
ATQCUS0762,25-34,Chennai,Government Employees,Male,Married,50993,11096,21.76%
ATQCUS0763,25-34,Chennai,Government Employees,Male,Married,54304,11493,21.16%
ATQCUS0764,25-34,Chennai,Government Employees,Male,Married,50614,12726,25.14%
ATQCUS0765,25-34,Chennai,Government Employees,Male,Married,52907,12108,22.88%
ATQCUS0766,25-34,Chennai,Government Employees,Male,Married,53977,14872,27.55%
ATQCUS0767,25-34,Chennai,Government Employees,Male,Married,51370,11554,22.49%
ATQCUS0768,25-34,Chennai,Government Employees,Male,Married,51734,12420,24.01%
ATQCUS0769,25-34,Chennai,Government Employees,Male,Married,52956,12840,24.25%
ATQCUS0770,25-34,Hyderabad,Salaried IT Employees,Male,Married,59193,27132,45.84%
ATQCUS0771,25-34,Hyderabad,Salaried IT Employees,Male,Married,63560,31691,49.86%
ATQCUS0772,25-34,Hyderabad,Salaried IT Employees,Male,Married,61231,31449,51.36%
ATQCUS0773,25-34,Hyderabad,Salaried IT Employees,Male,Married,60391,27014,44.73%
ATQCUS0774,25-34,Hyderabad,Salaried IT Employees,Male,Married,62540,31611,50.55%
ATQCUS0775,25-34,Hyderabad,Salaried IT Employees,Male,Married,61528,28468,46.27%
ATQCUS0776,25-34,Hyderabad,Salaried IT Employees,Male,Married,65905,33289,50.51%
ATQCUS0777,25-34,Hyderabad,Salaried IT Employees,Male,Married,60656,29254,48.23%
ATQCUS0778,25-34,Hyderabad,Salaried IT Employees,Male,Married,65218,31282,47.97%
ATQCUS0779,25-34,Hyderabad,Salaried IT Employees,Male,Married,64718,32356,49.99%
ATQCUS0780,25-34,Hyderabad,Salaried IT Employees,Male,Married,60740,29773,49.02%
ATQCUS0781,25-34,Hyderabad,Salaried IT Employees,Male,Married,60249,27100,44.98%
ATQCUS0782,25-34,Hyderabad,Salaried IT Employees,Male,Married,64025,27211,42.50%
ATQCUS0783,25-34,Hyderabad,Salaried IT Employees,Male,Married,63461,32224,50.78%
ATQCUS0784,25-34,Hyderabad,Salaried IT Employees,Male,Married,65611,31210,47.57%
ATQCUS0785,25-34,Hyderabad,Salaried IT Employees,Male,Married,60777,28766,47.33%
ATQCUS0786,25-34,Hyderabad,Salaried IT Employees,Male,Married,63075,30850,48.91%
ATQCUS0787,25-34,Hyderabad,Salaried IT Employees,Male,Married,61028,27812,45.57%
ATQCUS0788,25-34,Hyderabad,Salaried IT Employees,Male,Married,59944,29541,49.28%
ATQCUS0789,25-34,Hyderabad,Salaried IT Employees,Male,Married,61866,29586,47.82%
ATQCUS0790,25-34,Hyderabad,Salaried IT Employees,Male,Married,61772,30475,49.33%
ATQCUS0791,25-34,Hyderabad,Salaried IT Employees,Male,Married,61434,28851,46.96%
ATQCUS0792,25-34,Hyderabad,Salaried IT Employees,Male,Married,59757,27060,45.28%
ATQCUS0793,25-34,Hyderabad,Salaried IT Employees,Male,Married,64297,28885,44.92%
ATQCUS0794,25-34,Hyderabad,Salaried IT Employees,Male,Married,65549,32676,49.85%
ATQCUS0795,25-34,Hyderabad,Salaried IT Employees,Male,Married,63412,27200,42.89%
ATQCUS0796,25-34,Hyderabad,Salaried IT Employees,Male,Married,60575,30206,49.86%
ATQCUS0797,25-34,Hyderabad,Salaried IT Employees,Male,Married,59666,27875,46.72%
ATQCUS0798,25-34,Hyderabad,Salaried IT Employees,Male,Married,64082,28933,45.15%
ATQCUS0799,25-34,Hyderabad,Salaried IT Employees,Male,Married,65509,28888,44.10%
ATQCUS0800,25-34,Hyderabad,Salaried IT Employees,Male,Married,60467,30145,49.85%
ATQCUS0801,25-34,Hyderabad,Salaried Other Employees,Male,Married,41043,18309,44.61%
ATQCUS0802,25-34,Hyderabad,Salaried Other Employees,Male,Married,36690,14179,38.64%
ATQCUS0803,25-34,Hyderabad,Salaried Other Employees,Male,Married,37677,14856,39.43%
ATQCUS0804,25-34,Hyderabad,Salaried Other Employees,Male,Married,37254,14834,39.82%
ATQCUS0805,25-34,Hyderabad,Salaried Other Employees,Male,Married,38771,15491,39.95%
ATQCUS0806,25-34,Hyderabad,Salaried Other Employees,Male,Married,38028,15097,39.70%
ATQCUS0807,25-34,Hyderabad,Salaried Other Employees,Male,Married,37585,14687,39.08%
ATQCUS0808,25-34,Hyderabad,Salaried Other Employees,Male,Married,38918,16074,41.30%
ATQCUS0809,25-34,Hyderabad,Salaried Other Employees,Male,Married,39922,16519,41.38%
ATQCUS0810,25-34,Hyderabad,Salaried Other Employees,Male,Married,37544,15305,40.76%
ATQCUS0811,25-34,Hyderabad,Salaried Other Employees,Male,Married,38026,16176,42.54%
ATQCUS0812,25-34,Hyderabad,Salaried Other Employees,Male,Married,41112,15100,36.73%
ATQCUS0813,25-34,Hyderabad,Salaried Other Employees,Male,Married,37274,14874,39.90%
ATQCUS0814,25-34,Hyderabad,Salaried Other Employees,Male,Married,39098,14892,38.09%
ATQCUS0815,25-34,Hyderabad,Salaried Other Employees,Male,Married,37853,15667,41.39%
ATQCUS0816,25-34,Hyderabad,Salaried Other Employees,Male,Married,39298,14497,36.89%
ATQCUS0817,25-34,Hyderabad,Salaried Other Employees,Male,Married,40685,16620,40.85%
ATQCUS0818,25-34,Hyderabad,Salaried Other Employees,Male,Married,41175,16369,39.75%
ATQCUS0819,25-34,Hyderabad,Salaried Other Employees,Male,Married,41461,16292,39.29%
ATQCUS0820,25-34,Hyderabad,Salaried Other Employees,Male,Married,38884,16452,42.31%
ATQCUS0821,25-34,Hyderabad,Business Owners,Male,Married,65074,19386,29.79%
ATQCUS0822,25-34,Hyderabad,Business Owners,Male,Married,71426,20102,28.14%
ATQCUS0823,25-34,Hyderabad,Business Owners,Male,Married,69137,20842,30.15%
ATQCUS0824,25-34,Hyderabad,Business Owners,Male,Married,71272,20958,29.41%
ATQCUS0825,25-34,Hyderabad,Business Owners,Male,Married,72532,22014,30.35%
ATQCUS0826,25-34,Hyderabad,Business Owners,Male,Married,70462,22494,31.92%
ATQCUS0827,25-34,Hyderabad,Business Owners,Male,Married,66287,21398,32.28%
ATQCUS0828,25-34,Hyderabad,Business Owners,Male,Married,68707,18820,27.39%
ATQCUS0829,25-34,Hyderabad,Business Owners,Male,Married,72601,22940,31.60%
ATQCUS0830,25-34,Hyderabad,Business Owners,Male,Married,67031,19794,29.53%
ATQCUS0831,25-34,Hyderabad,Business Owners,Male,Married,68901,21281,30.89%
ATQCUS0832,25-34,Hyderabad,Business Owners,Male,Married,70981,21712,30.59%
ATQCUS0833,25-34,Hyderabad,Business Owners,Male,Married,70288,21342,30.36%
ATQCUS0834,25-34,Hyderabad,Business Owners,Male,Married,69264,20415,29.47%
ATQCUS0835,25-34,Hyderabad,Business Owners,Male,Married,66982,18607,27.78%
ATQCUS0836,25-34,Hyderabad,Business Owners,Male,Married,66800,20906,31.30%
ATQCUS0837,25-34,Hyderabad,Business Owners,Male,Married,68718,21539,31.34%
ATQCUS0838,25-34,Hyderabad,Business Owners,Male,Married,66027,21024,31.84%
ATQCUS0839,25-34,Hyderabad,Business Owners,Male,Married,71205,20716,29.09%
ATQCUS0840,25-34,Hyderabad,Business Owners,Male,Married,66478,21740,32.70%
ATQCUS0841,25-34,Hyderabad,Business Owners,Male,Married,70511,21165,30.02%
ATQCUS0842,25-34,Hyderabad,Business Owners,Male,Married,70425,22485,31.93%
ATQCUS0843,25-34,Hyderabad,Business Owners,Male,Married,69912,20803,29.76%
ATQCUS0844,25-34,Hyderabad,Business Owners,Male,Married,69362,22916,33.04%
ATQCUS0845,25-34,Hyderabad,Business Owners,Male,Married,72761,22190,30.50%
ATQCUS0846,25-34,Hyderabad,Business Owners,Male,Married,68634,22261,32.43%
ATQCUS0847,25-34,Hyderabad,Business Owners,Male,Married,70810,22538,31.83%
ATQCUS0848,25-34,Hyderabad,Business Owners,Male,Married,64499,21137,32.77%
ATQCUS0849,25-34,Hyderabad,Business Owners,Male,Married,66986,21041,31.41%
ATQCUS0850,25-34,Hyderabad,Business Owners,Male,Married,69103,20411,29.54%
ATQCUS0851,25-34,Hyderabad,Business Owners,Male,Married,68384,22201,32.46%
ATQCUS0852,25-34,Hyderabad,Freelancers,Male,Married,32271,13384,41.47%
ATQCUS0853,25-34,Hyderabad,Freelancers,Male,Married,34576,16151,46.71%
ATQCUS0854,25-34,Hyderabad,Freelancers,Male,Married,33366,14234,42.66%
ATQCUS0855,25-34,Hyderabad,Freelancers,Male,Married,32786,13817,42.14%
ATQCUS0856,25-34,Hyderabad,Freelancers,Male,Married,35581,13952,39.21%
ATQCUS0857,25-34,Hyderabad,Freelancers,Male,Married,35419,12656,35.73%
ATQCUS0858,25-34,Hyderabad,Freelancers,Male,Married,32223,13884,43.09%
ATQCUS0859,25-34,Hyderabad,Freelancers,Male,Married,34632,15047,43.45%
ATQCUS0860,25-34,Hyderabad,Freelancers,Male,Married,37001,14604,39.47%
ATQCUS0861,25-34,Hyderabad,Freelancers,Male,Married,33617,14303,42.55%
ATQCUS0862,25-34,Hyderabad,Freelancers,Male,Married,34896,14313,41.02%
ATQCUS0863,25-34,Hyderabad,Freelancers,Male,Married,34349,14312,41.67%
ATQCUS0864,25-34,Hyderabad,Freelancers,Male,Married,37193,15275,41.07%
ATQCUS0865,25-34,Hyderabad,Freelancers,Male,Married,34651,14939,43.11%
ATQCUS0866,25-34,Hyderabad,Freelancers,Male,Married,34639,13605,39.28%
ATQCUS0867,25-34,Hyderabad,Freelancers,Male,Married,33019,14402,43.62%
ATQCUS0868,25-34,Hyderabad,Freelancers,Male,Married,34011,13791,40.55%
ATQCUS0869,25-34,Hyderabad,Freelancers,Male,Married,32688,13361,40.87%
ATQCUS0870,25-34,Hyderabad,Freelancers,Male,Married,34651,12849,37.08%
ATQCUS0871,25-34,Hyderabad,Freelancers,Male,Married,34655,14237,41.08%
ATQCUS0872,25-34,Hyderabad,Freelancers,Male,Married,33248,12546,37.74%
ATQCUS0873,25-34,Hyderabad,Government Employees,Male,Married,52925,13840,26.15%
ATQCUS0874,25-34,Hyderabad,Government Employees,Male,Married,52943,15596,29.46%
ATQCUS0875,25-34,Hyderabad,Government Employees,Male,Married,51617,13399,25.96%
ATQCUS0876,25-34,Hyderabad,Government Employees,Male,Married,50788,15056,29.64%
ATQCUS0877,25-34,Hyderabad,Government Employees,Male,Married,51516,16762,32.54%
ATQCUS0878,25-34,Hyderabad,Government Employees,Male,Married,52256,14902,28.52%
ATQCUS0879,25-34,Hyderabad,Government Employees,Male,Married,51851,14218,27.42%
ATQCUS0880,25-34,Hyderabad,Government Employees,Male,Married,53797,15067,28.01%
ATQCUS0881,25-34,Hyderabad,Government Employees,Male,Married,55061,14516,26.36%
ATQCUS0882,25-34,Hyderabad,Government Employees,Male,Married,50770,14511,28.58%
ATQCUS0883,25-34,Hyderabad,Government Employees,Male,Married,54820,15867,28.94%
ATQCUS0884,25-34,Hyderabad,Government Employees,Male,Married,51725,14545,28.12%
ATQCUS0885,25-34,Hyderabad,Government Employees,Male,Married,53856,14852,27.58%
ATQCUS0886,25-34,Hyderabad,Government Employees,Male,Married,51153,14173,27.71%
ATQCUS0887,25-34,Hyderabad,Government Employees,Male,Married,53596,14126,26.36%
ATQCUS0888,25-34,Hyderabad,Government Employees,Male,Married,53995,15134,28.03%
ATQCUS0889,25-34,Hyderabad,Government Employees,Male,Married,51552,15353,29.78%
ATQCUS0890,35-45,Mumbai,Salaried IT Employees,Male,Married,65187,47388,72.69%
ATQCUS0891,35-45,Mumbai,Salaried IT Employees,Male,Married,64672,45917,71.00%
ATQCUS0892,35-45,Mumbai,Salaried IT Employees,Male,Married,64421,48451,75.21%
ATQCUS0893,35-45,Mumbai,Salaried IT Employees,Male,Married,63187,43434,68.74%
ATQCUS0894,35-45,Mumbai,Salaried IT Employees,Male,Married,67641,47827,70.71%
ATQCUS0895,35-45,Mumbai,Salaried IT Employees,Male,Married,65453,47957,73.27%
ATQCUS0896,35-45,Mumbai,Salaried IT Employees,Male,Married,68442,46023,67.24%
ATQCUS0897,35-45,Mumbai,Salaried IT Employees,Male,Married,67184,48617,72.36%
ATQCUS0898,35-45,Mumbai,Salaried IT Employees,Male,Married,67770,44003,64.93%
ATQCUS0899,35-45,Mumbai,Salaried IT Employees,Male,Married,66072,45964,69.57%
ATQCUS0900,35-45,Mumbai,Salaried IT Employees,Male,Married,63542,47126,74.16%
ATQCUS0901,35-45,Mumbai,Salaried IT Employees,Male,Married,66800,48839,73.11%
ATQCUS0902,35-45,Mumbai,Salaried IT Employees,Male,Married,62750,42079,67.06%
ATQCUS0903,35-45,Mumbai,Salaried IT Employees,Male,Married,67141,49774,74.13%
ATQCUS0904,35-45,Mumbai,Salaried IT Employees,Male,Married,66601,48185,72.35%
ATQCUS0905,35-45,Mumbai,Salaried IT Employees,Male,Married,67104,44815,66.78%
ATQCUS0906,35-45,Mumbai,Salaried IT Employees,Male,Married,66792,44519,66.65%
ATQCUS0907,35-45,Mumbai,Salaried IT Employees,Male,Married,67748,49588,73.19%
ATQCUS0908,35-45,Mumbai,Salaried IT Employees,Male,Married,67776,46780,69.02%
ATQCUS0909,35-45,Mumbai,Salaried IT Employees,Male,Married,61642,43380,70.37%
ATQCUS0910,35-45,Mumbai,Salaried IT Employees,Male,Married,66822,48781,73.00%
ATQCUS0911,35-45,Mumbai,Salaried IT Employees,Male,Married,63393,47115,74.32%
ATQCUS0912,35-45,Mumbai,Salaried IT Employees,Male,Married,63625,49230,77.37%
ATQCUS0913,35-45,Mumbai,Salaried IT Employees,Male,Married,69016,49880,72.27%
ATQCUS0914,35-45,Mumbai,Salaried IT Employees,Male,Married,70107,51571,73.56%
ATQCUS0915,35-45,Mumbai,Salaried IT Employees,Male,Married,69738,49221,70.58%
ATQCUS0916,35-45,Mumbai,Salaried IT Employees,Male,Married,63264,46742,73.88%
ATQCUS0917,35-45,Mumbai,Salaried IT Employees,Male,Married,62891,44973,71.51%
ATQCUS0918,35-45,Mumbai,Salaried IT Employees,Male,Married,68895,52534,76.25%
ATQCUS0919,35-45,Mumbai,Salaried IT Employees,Male,Married,67773,49651,73.26%
ATQCUS0920,35-45,Mumbai,Salaried IT Employees,Male,Married,64903,43267,66.66%
ATQCUS0921,35-45,Mumbai,Salaried IT Employees,Male,Married,65306,49025,75.07%
ATQCUS0922,35-45,Mumbai,Salaried IT Employees,Male,Married,68456,51163,74.74%
ATQCUS0923,35-45,Mumbai,Salaried IT Employees,Male,Married,63964,44119,68.97%
ATQCUS0924,35-45,Mumbai,Salaried IT Employees,Male,Married,64299,48161,74.90%
ATQCUS0925,35-45,Mumbai,Salaried IT Employees,Male,Married,65117,49105,75.41%
ATQCUS0926,35-45,Mumbai,Salaried IT Employees,Male,Married,61698,42444,68.79%
ATQCUS0927,35-45,Mumbai,Salaried IT Employees,Male,Married,64992,47152,72.55%
ATQCUS0928,35-45,Mumbai,Salaried IT Employees,Male,Married,64610,43600,67.48%
ATQCUS0929,35-45,Mumbai,Salaried IT Employees,Male,Married,65519,44490,67.90%
ATQCUS0930,35-45,Mumbai,Salaried IT Employees,Male,Married,65866,47545,72.18%
ATQCUS0931,35-45,Mumbai,Salaried IT Employees,Male,Married,68318,49037,71.78%
ATQCUS0932,35-45,Mumbai,Salaried IT Employees,Male,Married,65106,49104,75.42%
ATQCUS0933,35-45,Mumbai,Salaried IT Employees,Male,Married,62148,42181,67.87%
ATQCUS0934,35-45,Mumbai,Salaried IT Employees,Male,Married,64679,47463,73.38%
ATQCUS0935,35-45,Mumbai,Salaried IT Employees,Male,Married,67230,45972,68.38%
ATQCUS0936,35-45,Mumbai,Salaried IT Employees,Male,Married,70197,49647,70.73%
ATQCUS0937,35-45,Mumbai,Salaried IT Employees,Male,Married,65894,49077,74.48%
ATQCUS0938,35-45,Mumbai,Salaried IT Employees,Male,Married,65601,48327,73.67%
ATQCUS0939,35-45,Mumbai,Salaried IT Employees,Male,Married,66455,47205,71.03%
ATQCUS0940,35-45,Mumbai,Salaried IT Employees,Male,Married,64442,45533,70.66%
ATQCUS0941,35-45,Mumbai,Salaried IT Employees,Male,Married,67398,47915,71.09%
ATQCUS0942,35-45,Mumbai,Salaried IT Employees,Male,Married,66369,43631,65.74%
ATQCUS0943,35-45,Mumbai,Salaried IT Employees,Male,Married,65630,50070,76.29%
ATQCUS0944,35-45,Mumbai,Salaried IT Employees,Male,Married,68962,50715,73.54%
ATQCUS0945,35-45,Mumbai,Salaried IT Employees,Male,Married,64899,45758,70.51%
ATQCUS0946,35-45,Mumbai,Salaried IT Employees,Male,Married,65562,46819,71.41%
ATQCUS0947,35-45,Mumbai,Salaried IT Employees,Male,Married,65478,45699,69.79%
ATQCUS0948,35-45,Mumbai,Salaried IT Employees,Male,Married,67739,49742,73.43%
ATQCUS0949,35-45,Mumbai,Salaried Other Employees,Male,Married,40258,22620,56.19%
ATQCUS0950,35-45,Mumbai,Salaried Other Employees,Male,Married,40641,21877,53.83%
ATQCUS0951,35-45,Mumbai,Salaried Other Employees,Male,Married,39674,26216,66.08%
ATQCUS0952,35-45,Mumbai,Salaried Other Employees,Male,Married,38970,23530,60.38%
ATQCUS0953,35-45,Mumbai,Salaried Other Employees,Male,Married,42165,25278,59.95%
ATQCUS0954,35-45,Mumbai,Salaried Other Employees,Male,Married,41796,26969,64.52%
